Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,Total,3.591341021454725,1.9113030418849926,25.88281661431502,0.9887977603823853,0.9940067880201977,0.9245141040607212,,,Total,3.091642154183388,-16.695773882035212,-19.011084442156825,0.9874878724054365,1.0734512251143564,1.0844978713507742,,,Total,-23.002601886613192,-12.844754886243628,-14.899840880980804,1.2000271507354692,1.1026305759264723,1.1210383559827484,,,
,,,,,,,6.470704153578755,,,,,,,,-4.173943470508803,,,,,,,,,-3.211188721560907,-3.724960220245201,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ADV,,HC (+/-),,,HC % to Staffed,,,,LPT,,HC (+/-),,,HC % to Staffed,,,,RED,,HC (+/-),,,HC % to Staffed,,,,,
,,,,,1 to 4,5 to 8,9 to 12,1 to 4,5 to 8,9 to 12,,,,1 to 4,5 to 8,9 to 12,1 to 4,5 to 8,9 to 12,,,,1 to 4,5 to 8,9 to 12,1 to 4,5 to 8,9 to 12,,,
,,,,Shipping,7.642737195633922,7.029454773344474,5.625129372800663,0.9419433433363205,0.9463521023917556,0.9566046383134335,,,Shipping,-25.960824742268038,-20.183266932270918,-30.49950980392157,0.9376829205675458,0.9423954258715581,0.953366853142053,,,Shipping,2.081204379562044,-4.840328467153285,-13.905109489051096,0.9401239948034008,0.9446627966254996,0.955222896876725,,,
,,,,Ecomm,3.574025596276905,1.047847585805701,4.645142524723676,0.7843598360871511,0.9254086735063617,0.7367466701833049,,,Ecomm,8.386875,5.869375,12.7634375,0.8174097822291239,0.9385349041553988,0.7750007044436306,,,Ecomm,8.892942822870852,7.712415033986405,12.24810075969612,0.5831566448986516,0.8267404112059638,0.5183956574185766,,,
,,,,CR-R,4.606707317073171,3.5664634146341463,0.008231707317073171,0.9286961445896843,0.9438939462249039,0.9998628236979683,,,CR-R,-25.368546195652176,-21.421195652173914,-17.422554347826086,0.9502551440329218,0.961050549713989,0.9999064666207083,,,CR-R,-14.774690199023658,-10.911225818452381,-6.653413318452381,0.9308371858836453,0.94560537157418,0.9998672481525368,,,
,,,,UPH-R,-2.6614238410596025,-3.6304267844002944,-1.1768763796909494,1.130855956693394,1.1874293637753697,1.0539279527608836,,,UPH-R,-1.0264631502890174,-0.3003070809248555,1.347543352601156,1.2347229320289113,1.3501037804466993,1.091777667792817,,,UPH-R,-15.019786489968709,-8.752297794117649,-24.458639705882355,1.0448514948173155,1.0621972473739114,1.0193491604778087,,,
,,,,UPH-LC,3.9228260869565217,1.4619565217391304,5.997826086956522,0.8595118533224337,0.9425827107790822,0.8000579752155953,,,UPH-LC,2.0584415584415585,-1.1641509433962265,6.604064039408868,0.880847832546469,0.952007136485281,0.8286228958320393,,,UPH-LC,0,0,0,0,0,0,,,
,,,,DOM-LC,0,0,0,0,0,0,,,DOM-LC,0,0,0,0,0,0,,,DOM-LC,0,0,0,0,0,0,,,
,,,,OB Trans,0.10500464677331227,5.4026087055053384,3.757092347697499,0.974420334248379,0.4254138532488279,0.5156571329445757,,,OB Trans,-1.7407475702855293,-2.897109596737642,-3.1291808202888833,0.9925555042764674,0.7215524578417958,0.788417367318323,,,OB Trans,0.8305798045342675,0.5130468180568009,-2.2923590329131844,0.990544385156667,0.6706250327307987,0.7454042938015695,,,
,,,,Total,17.18987700165423,14.877904216628497,18.856545659804482,0.9249972240199328,0.9344233001975251,0.9183192072552626,,,Total,-43.6512651000532,-40.09665520550356,-30.33620008002651,1.2157229454468148,1.1947353271289614,1.1406643121900077,,,Total,-17.989749682025206,-16.27839022768011,-35.061420786602895,1.1027925487183736,1.092113184395799,1.221994024267054,,,
