Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,Total,-37.94079254547307,-39.37180268961444,-14.674170815538261,1.135959651328314,1.1418148555191503,1.048537602146408,,,Total,-32.1849380491848,-51.67276526089397,-53.724691904421974,1.1519482975042556,1.2686710768289715,1.2823524105263058,,,Total,-41.890801783069975,-31.677527226759043,-33.77098293221844,1.4358667282658772,1.297938210055735,1.3240074969742515,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ADV,,HC (+/-),,,HC % to Staffed,,,,LPT,,HC (+/-),,,HC % to Staffed,,,,RED,,HC (+/-),,,HC % to Staffed,,,,,
,,,,,1 to 4,5 to 8,9 to 12,1 to 4,5 to 8,9 to 12,,,,1 to 4,5 to 8,9 to 12,1 to 4,5 to 8,9 to 12,,,,1 to 4,5 to 8,9 to 12,1 to 4,5 to 8,9 to 12,,,
,,,,Shipping,-6.000209907640639,-6.54794234384792,-7.828606913682466,1.050849326960194,1.0557499159616037,1.0673884224480776,,,Shipping,-38.40773195876289,-32.20866533864542,-42.33627450980392,1.0550479033267537,1.0603763772247476,1.0730475427092487,,,Shipping,-10.267791970802921,-17.189324817518248,-26.25410583941606,1.0526335171562986,1.0577155009712849,1.069791474441779,,,
,,,,Ecomm,2.1331442699243746,-0.3930337405468295,3.204261198371146,0.8590415691626103,1.031175917540996,0.8022581122863387,,,Ecomm,6.701874999999999,4.184375,11.0784375,0.8823621409408622,1.0251832248505548,0.8331484265251026,,,Ecomm,8.328668532586963,7.148140743702518,11.683826469412235,0.7009531576532954,1.0853129192644622,0.6094393972966984,,,
,,,,CR-R,-1.8554878048780488,-2.895731707317073,-6.453963414634147,1.0319116582946193,1.050709549284044,1.120531113527794,,,CR-R,-34.75577445652174,-30.80842391304348,-26.809782608695656,1.0215392455955323,1.0340256930164575,1.0791450288068614,,,CR-R,-21.82148892226812,-17.89248511904762,-13.63467261904762,1.030850492208806,1.0489936140140925,1.1161912498421986,,,
,,,,UPH-R,-4.946192052980132,-5.915194996320824,-3.461644591611479,1.2739694621486541,1.3462254907238917,1.1771717485559337,,,UPH-R,-2.3613619942196533,-1.6352059248554913,0.012644508670520232,1.5463106884886166,1.7316434958702134,1.328480532062528,,,UPH-R,-21.524940180379165,-15.249080882352942,-30.955422794117645,1.0866934606288359,1.105468762812544,1.0591346403133737,,,
,,,,UPH-LC,1.1722826086956522,-1.2885869565217392,3.2472826086956523,0.9534296262711315,1.056737418937998,0.8808217811907849,,,UPH-LC,-1.4863636363636363,-4.59748427672956,3.2426108374384244,0.9611470360430138,1.0465002255388418,0.8993005814443413,,,UPH-LC,0,0,0,0,0,0,,,
,,,,DOM-LC,0,0,0,0,0,0,,,DOM-LC,0,0,0,0,0,0,,,DOM-LC,0,0,0,0,0,0,,,
