28,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
28 ,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,28 ,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite,Mesquite
CG,Casegoods,,,,,,,,,,,,UPH,Upholstery,,,,,,,,,,,,,Total,,,,,,,,,,,
,Start,Billable,Ecomm,IB,CG-LC,UPH-LC,OB Trans,End,Capacity ,% Utilized,Max Capacity,$ Utilized,,Start,Billable,Ecomm,IB,CG-LC,UPH-LC,OB Trans,End,Capacity ,% Utilized,Max Capacity,$ Utilized,,Start,Billable,Ecomm,IB,CG-LC,UPH-LC,OB Trans,End,Capacity ,% Utilized,Max Capacity,$ Utilized
2026-02-14 00:00:00,187166,19426,6090,30380,0,0,769,191261,210793,0.9073403765779698,210793,0.9073403765779698,,49327,11674,82,8291,0,6234,178,51918,61358,0.846148831448222,61358,0.846148831448222,,236493,31100,6172,38671,0,6234,947,243179,272151,0.893544392634971,272151,0.893544392634971
2026-02-21 00:00:00,191013,19141,7814,35319,0,0,1175,198202,210793,0.9402684149853173,210793,0.9402684149853173,,53348,12147,95,7355,0,5559,522,53498,61358,0.8718993448287102,61358,0.8718993448287102,,244361,31288,7909,42674,0,5559,1697,251700,272151,0.9248542169604375,272151,0.9248542169604375
2026-02-28 00:00:00,198313,19260,6483,34124,0,0,1460,205234,210793,0.9736281565327122,210793,0.9736281565327122,,54172,13045,91,8967,0,5433,980,54456,61358,0.887512630789791,61358,0.887512630789791,,252485,32305,6574,43091,0,5433,2440,259690,272151,0.9542129185635916,272151,0.9542129185635916
2026-03-07 00:00:00,208787,25410,5822,33488,0,0,1855,209188,210793,0.9923858951672968,210793,0.9923858951672968,,54388,14794,92,9126,0,4781,441,52968,61358,0.8632615143909514,61358,0.8632615143909514,,263175,40204,5914,42614,0,4781,2296,262156,272151,0.9632740647655162,272151,0.9632740647655162
2026-03-14 00:00:00,206365,24083,5804,29291,0,0,1518,204251,210793,0.9689648138220909,210793,0.9689648138220909,,52232,13771,105,7873,0,4920,436,50713,61358,0.8265099905472799,61358,0.8265099905472799,,258597,37854,5909,37164,0,4920,1954,254964,272151,0.9368475588919387,272151,0.9368475588919387
2026-03-21 00:00:00,203844,21160,5441,30531,0,0,2802,204972,210793,0.9723852310086198,210793,0.9723852310086198,,50409,11781,83,7008,0,4408,870,49091,61358,0.8000749698490824,61358,0.8000749698490824,,254253,32941,5524,37539,0,4408,3672,254063,272151,0.9335368967962638,272151,0.9335368967962638
2026-03-28 00:00:00,206456,23843,,21220,0,,2301.310486922883,201531.68951307712,210793,0.9560644305696921,210793,0.9560644305696921,,49427,9842,,6905,,3529,480,49539,61358,0.8073763812379804,61358,0.8073763812379804,,255883,33685,0,28125,0,3529,2781.310486922883,251070.68951307712,272151,0.9225418591630276,272151,0.9225418591630276
