Week Ending Date,Weekday,Billable Units,Billable Amount,Billable ASP,Ecommerce Units,Ecommerce Amount,Ecommerce ASP,Total Units,Total Amount,Total ASP,Ecomm %,Unnamed: 12,Ecomm 2 WK,Ecomm 13 WK,Unnamed: 15,Demand Fulfillment Buffer,Unnamed: 17,Unnamed: 18,Unnamed: 19,Demand Fulfillment,Unnamed: 21,Unnamed: 22,Unnamed: 23
2023-05-20,Wednesday,10714,2357931.14,220.07944185178272,811,104266.95,128.56590628853266,11525,2462198.0900000003,213.63974750542303,0.07036876355748373,,,,,,,,,,,,
2023-05-20,Thursday,9916,2197563.54,221.61794473578055,741,93451.3,126.11511470985155,10657,2291014.84,214.97746457727314,0.06953176316036408,,,,,,,,,,,,
2023-05-20,Friday,8229,1838592.17,223.42838376473446,623,81408.12,130.67113964687,8852,1920000.29,216.90016832354272,0.07037957523723452,,,,,,,,,,,,
2023-05-20,Saturday,5918,1262702.9,213.36649205812773,330,46402.14,140.61254545454545,6248,1309105.0399999998,209.52385403329063,0.0528169014084507,,,,,,,,,,,,
2023-05-13,Total,53997,12094050.68,223.9763446117377,5777,706294.7,122.25977150770295,59774,12800345.379999999,214.14570515608793,0.096647371766989,,,,,,,,,,,,
2023-05-13,Sunday,1409,322567.83,228.9338750887154,436,56382.05,129.31662844036697,1845,378949.88,205.3928888888889,0.23631436314363144,,,,,,,,,,,,
2023-05-13,Monday,8909,1981003.51,222.35980581434504,1332,159938.04,120.07360360360362,10241,2140941.55,209.05590762620835,0.130065423298506,,,,,,,,,,,,
2023-05-13,Tuesday,9658,2223725.72,230.24702008697454,1230,147928.17,120.26680487804879,10888,2371653.89,217.82273052902278,0.11296840558412932,,,,,,,,,,,,
2023-05-13,Wednesday,11293,2526311.49,223.70596741344198,811,102481.06,126.36382244143033,12104,2628792.5500000003,217.18378635161932,0.06700264375413087,,,,,,,,,,,,
2023-05-13,Thursday,8578,1863873.28,217.2852972720914,864,103230.48,119.47972222222222,9442,1967103.76,208.33549671679728,0.09150603685659818,,,,,,,,,,,,
2023-05-13,Friday,7300,1667081.41,228.36731643835614,750,91820.63,122.42750666666667,8050,1758902.04,218.49714782608697,0.09316770186335403,,,,,,,,,,,,
2023-05-13,Saturday,6850,1509487.44,220.3631299270073,354,44514.27,125.7465254237288,7204,1554001.71,215.71372987229316,0.04913936701832315,,,,,,,,,,,,
2023-05-06,Total,62855,13565392.8,215.82042478720868,6453,815921.02,126.440573376724,69308,14381313.82,207.49861228141052,0.09310613493391816,,,,,,,,,,,,
2023-05-06,Sunday,1647,353790.97,214.80933211900424,847,111118.37,131.19051948051947,2494,464909.33999999997,186.4111226944667,0.3396150761828388,,,,,,,,,,,,
2023-05-06,Monday,10188,2082687.99,204.42559776207304,1923,231491.47,120.38037961518461,12111,2314179.46,191.08079101643133,0.15878127322269012,,,,,,,,,,,,
2023-05-06,Tuesday,11433,2524650.02,220.821308492959,943,123971.34,131.464835630965,12376,2648621.36,214.0127149321267,0.07619586296056885,,,,,,,,,,,,
2023-05-06,Wednesday,12065,2609584.24,216.29376212184005,923,122743.19,132.98287107258938,12988,2732327.43,210.37322374499539,0.0710655990144749,,,,,,,,,,,,
2023-05-06,Thursday,11618,2491684.22,214.4675692890343,696,89597.24,128.73166666666668,12314,2581281.4600000004,209.62168751015108,0.05652103297060257,,,,,,,,,,,,
2023-05-06,Friday,8891,1943573.32,218.60008098076707,765,96077.82,125.59192156862746,9656,2039651.1400000001,211.2314768019884,0.07922535211267606,,,,,,,,,,,,
2023-05-06,Saturday,7013,1559422.04,222.36161984885214,356,40921.59,114.94828651685393,7369,1600343.6300000001,217.17242909485685,0.04831048989008006,,,,,,,,,,,,
2023-04-29,Total,52443,11885336.6,226.63342295444576,5739,745801.49,129.9532131033281,58182,12631138.09,217.09700749372658,0.09863875425389296,,,,,,,,,,,,
2023-04-29,Sunday,1343,304738.48,226.90877140729708,0,0.0,,1343,304738.48,226.90877140729708,0.0,,,,,,,,,,,,
2023-04-29,Monday,9546,2130129.04,223.14362455478735,2290,286920.09,125.29261572052403,11836,2417049.13,204.2116534302129,0.19347752619128084,,,,,,,,,,,,
2023-04-29,Tuesday,9066,2156513.42,237.86823516435032,543,68522.29,126.19206261510128,9609,2225035.71,231.55746799875118,0.05650952232282235,,,,,,,,,,,,
2023-04-29,Wednesday,10192,2345327.18,230.11451923076925,893,120986.37,135.48305711086226,11085,2466313.5500000003,222.49107352277855,0.08055931438881371,,,,,,,,,,,,
2023-04-29,Thursday,9227,2021233.25,219.05638343990464,1055,138940.02,131.69670142180092,10282,2160173.27,210.0927125072943,0.10260649679050768,,,,,,,,,,,,
2023-04-29,Friday,6145,1383379.26,225.1227436940602,958,130432.72,136.15106471816284,7103,1513811.98,213.12290299873294,0.1348725890468816,,,,,,,,,,,,
2023-04-29,Saturday,6924,1544015.97,222.99479636048525,0,0.0,,6924,1544015.97,222.99479636048525,0.0,,,,,,,,,,,,
2023-04-22,Total,57841,12904825.6,223.10861845403778,5824,738848.83,126.86277987637362,63665,13643674.43,214.3041613131234,0.091478834524464,,,,,,,,,,,,
2023-04-22,Sunday,1722,382944.43,222.383524970964,896,116093.25,129.568359375,2618,499037.68,190.61790679908327,0.3422459893048128,,,,,,,,,,,,
2023-04-22,Monday,9697,2115790.71,218.19023512426523,1155,139945.36,121.16481385281384,10852,2255736.07,207.8636260597125,0.10643199410246959,,,,,,,,,,,,
2023-04-22,Tuesday,11635,2593407.11,222.89704426299957,1187,154546.22,130.19900589721988,12822,2747953.33,214.31549914209953,0.09257526126969272,,,,,,,,,,,,
2023-04-22,Wednesday,10499,2331108.77,222.03150490522907,508,66253.5,130.42027559055117,11007,2397362.27,217.80342236758426,0.04615244844190061,,,,,,,,,,,,
2023-04-22,Thursday,9350,2138008.04,228.6639614973262,1080,134901.01,124.9083425925926,10430,2272909.05,217.92033077660594,0.10354745925215723,,,,,,,,,,,,
2023-04-22,Friday,8632,1957491.77,226.77152108433737,665,89198.97,134.1337894736842,9297,2046690.74,220.14528772722383,0.07152845003764655,,,,,,,,,,,,
2023-04-22,Saturday,6306,1386074.77,219.80253250872187,333,37910.52,113.8454054054054,6639,1423985.29,214.48791836119898,0.05015815634884772,,,,,,,,,,,,
2023-04-15,Total,62205,13679551.33,219.91080025721405,5978,773391.17,129.3728956172633,68183,14452942.5,211.97281580452605,0.0876758136192306,,,,,,,,,,,,
2023-04-15,Sunday,1230,297501.9,241.87146341463418,1027,136900.21,133.30108081791624,2257,434402.11,192.46881258307488,0.45502879929109435,,,,,,,,,,,,
2023-04-15,Monday,11107,2415825.13,217.50473845322767,1515,183637.3,121.21273927392738,12622,2599462.4299999997,205.9469521470448,0.12002852162890192,,,,,,,,,,,,
2023-04-15,Tuesday,12265,2642753.57,215.47114309009376,941,119016.38,126.47861849096707,13206,2761769.9499999997,209.12993714978037,0.07125548992882023,,,,,,,,,,,,
2023-04-15,Wednesday,10571,2365788.7,223.79989594172739,816,112216.47,137.5201838235294,11387,2478005.1700000004,217.61703433740234,0.07166066567137964,,,,,,,,,,,,
2023-04-15,Thursday,10862,2335332.7,215.00024857300684,783,104847.14,133.90439335887612,11645,2440179.8400000003,209.547431515672,0.06723915843709746,,,,,,,,,,,,
2023-04-15,Friday,8974,2008834.36,223.85049699130823,813,106186.56,130.61077490774906,9787,2115020.92,216.10513129661794,0.08306937774598958,,,,,,,,,,,,
2023-04-15,Saturday,7196,1613514.97,224.2238702056698,83,10587.11,127.5555421686747,7279,1624102.08,223.121593625498,0.01140266520126391,,,,,,,,,,,,
2023-04-08,Total,63627,14015688.54,220.27894667358194,6239,794235.46,127.30172463535823,69866,14809924.0,211.9761257263905,0.08929951621675779,,,,,,,,,,,,
2023-04-08,Sunday,3424,806930.47,235.6689456775701,505,65130.17,128.97063366336633,3929,872060.64,221.95485874268263,0.12853143293458896,,,,,,,,,,,,
2023-04-08,Monday,8705,1986360.97,228.18621137277427,1720,216968.77,126.14463372093023,10425,2203329.7399999998,211.35057458033572,0.16498800959232615,,,,,,,,,,,,
2023-04-08,Tuesday,10773,2425452.69,225.14180729601782,1019,124694.87,122.36984298331697,11792,2550147.56,216.26081750339213,0.0864145183175034,,,,,,,,,,,,
2023-04-08,Wednesday,11445,2532154.39,221.24546876365227,1021,130067.6,127.39236043095005,12466,2662221.99,213.55863869725655,0.08190277554949463,,,,,,,,,,,,
2023-04-08,Thursday,12632,2650475.88,209.82234642178594,960,124845.48,130.047375,13592,2775321.36,204.1878575632725,0.07062978222483814,,,,,,,,,,,,
2023-04-08,Friday,10669,2331742.94,218.55309213609522,882,114222.59,129.50407029478458,11551,2445965.53,211.7535737165613,0.0763570253657692,,,,,,,,,,,,
2023-04-08,Saturday,5979,1282571.2,214.512660980097,132,18305.98,138.68166666666667,6111,1300877.18,212.87468172148584,0.021600392734413353,,,,,,,,,,,,
2023-04-01,Total,61401,13657572.51,222.43241168710608,6583,792046.07,120.3168874373386,67984,14449618.58,212.54440132972465,0.09683160743704401,,,,,,,,,,,,
2023-04-01,Sunday,2178,502158.44,230.55943067033976,1204,141852.4,117.81760797342193,3382,644010.84,190.42307510348905,0.35600236546422237,,,,,,,,,,,,
2023-04-01,Monday,12604,2694959.31,213.81778086321802,1353,156318.6,115.53481152993349,13957,2851277.91,204.29017052375153,0.09694060328150748,,,,,,,,,,,,
2023-04-01,Tuesday,12310,2751161.94,223.49000324939072,1004,117202.81,116.73586653386454,13314,2868364.75,215.439743878624,0.07540934354814481,,,,,,,,,,,,
2023-04-01,Wednesday,10256,2370097.91,231.09378997659908,804,99530.58,123.79425373134329,11060,2469628.49,223.29371518987344,0.07269439421338156,,,,,,,,,,,,
2023-04-01,Thursday,10273,2238102.47,217.86259807261757,621,77386.11,124.61531400966183,10894,2315488.58,212.54714338167798,0.057003855333210944,,,,,,,,,,,,
2023-04-01,Friday,8602,1919089.51,223.0980597535457,1053,132637.7,125.96172839506174,9655,2051727.21,212.50411289487312,0.10906266183324702,,,,,,,,,,,,
2023-04-01,Saturday,5178,1182002.93,228.27403051371184,544,67117.87,123.37843749999999,5722,1249120.7999999998,218.30143306536172,0.09507165326808809,,,,,,,,,,,,
2023-03-25,Total,62055,13045842.35,210.23031746031745,7427,896633.11,120.72614918540461,69482,13942475.459999999,200.6631280043752,0.1068909933507959,,,,,,,,,,,,
2023-03-25,Sunday,3798,783243.93,206.22536334913113,729,82484.2,113.14705075445816,4527,865728.13,191.23660923348797,0.1610337972166998,,,,,,,,,,,,
2023-03-25,Monday,9158,1978279.26,216.01651670670452,1967,236643.92,120.30702592780885,11125,2214923.18,199.0942184269663,0.17680898876404494,,,,,,,,,,,,
2023-03-25,Tuesday,10939,2220369.87,202.97740835542555,1132,134816.32,119.0956890459364,12071,2355186.19,195.1111084417198,0.09377847734239085,,,,,,,,,,,,
2023-03-25,Wednesday,10262,2141866.97,208.7182781134282,738,83234.63,112.78405149051491,11000,2225101.6,202.28196363636366,0.06709090909090909,,,,,,,,,,,,
2023-03-25,Thursday,13200,2718332.11,205.93425075757574,1309,160974.67,122.97530175706648,14509,2879306.78,198.4497056999104,0.09021986353297953,,,,,,,,,,,,
2023-03-25,Friday,9035,2019338.42,223.5017620365246,1006,127812.28,127.0499801192843,10041,2147150.6999999997,213.83833283537493,0.10018922418085847,,,,,,,,,,,,
2023-03-25,Saturday,5663,1184411.79,209.14917711460356,546,70667.09,129.42690476190475,6209,1255078.8800000001,202.13865034627156,0.08793686583990981,,,,,,,,,,,,
2023-03-18,Total,50767,11202161.67,220.65833454803317,7953,942441.8,118.50142084747894,58720,12144603.47,206.82226617847414,0.13543937329700273,,,,,,,,,,,,
2023-03-18,Sunday,1221,267933.38,219.43765765765767,0,0.0,,1221,267933.38,219.43765765765767,0.0,,,,,,,,,,,,
2023-03-18,Monday,6650,1442546.27,216.92425112781956,3098,361875.94,116.80953518398967,9748,1804422.21,185.10691526466968,0.31780878128846946,,,,,,,,,,,,
2023-03-18,Tuesday,11399,2551893.53,223.86994736380382,1315,166398.04,126.53843346007605,12714,2718291.57,213.80301793298725,0.10342929054585497,,,,,,,,,,,,
2023-03-18,Wednesday,10026,2272847.12,226.69530420905647,1197,138717.56,115.88768588137009,11223,2411564.68,214.87700971219817,0.10665597433841219,,,,,,,,,,,,
2023-03-18,Thursday,10167,2179733.76,214.39301268810857,661,80172.39,121.28954614220878,10828,2259906.15,208.7094708164019,0.061045437753971185,,,,,,,,,,,,
2023-03-18,Friday,7009,1593783.17,227.39095020687685,1187,138123.17,116.36324347093515,8196,1731906.3399999999,211.31116886285992,0.14482674475353832,,,,,,,,,,,,
2023-03-18,Saturday,4295,893424.44,208.01500349243304,495,57154.7,115.4640404040404,4790,950579.1399999999,198.45075991649267,0.10334029227557412,,,,,,,,,,,,
2023-03-11,Total,67102,15026789.93,223.93952385919943,7789,960950.63,123.37278598022853,74891,15987740.56,213.48013192506443,0.10400448652040967,,,,,,,,,,,,
2023-03-11,Sunday,1507,346312.79,229.8027803583278,550,64471.01,117.22001818181819,2057,410783.8,199.70043753038405,0.26737967914438504,,,,,,,,,,,,
2023-03-11,Monday,11819,2588632.7,219.02298840849483,2197,270208.26,122.98964952207557,14016,2858840.96,203.96981735159818,0.1567494292237443,,,,,,,,,,,,
2023-03-11,Tuesday,12588,2661842.13,211.4587011439466,1247,160778.76,128.93244587008823,13835,2822620.8899999997,204.0203028550777,0.09013371882905674,,,,,,,,,,,,
2023-03-11,Wednesday,11482,2599666.22,226.41231666956978,1174,143816.12,122.50095400340714,12656,2743482.3400000003,216.77325695322378,0.09276232616940581,,,,,,,,,,,,
2023-03-11,Thursday,12392,2802863.33,226.1832900258231,942,115641.4,122.76157112526539,13334,2918504.73,218.87691090445477,0.07064646767661617,,,,,,,,,,,,
2023-03-11,Friday,9069,2072361.47,228.51047193736906,1074,134292.03,125.03913407821229,10143,2206653.5,217.55432317854678,0.10588583259390713,,,,,,,,,,,,
2023-03-11,Saturday,8245,1955111.29,237.1268999393572,605,71743.05,118.58355371900826,8850,2026854.34,229.02308926553673,0.06836158192090395,,,,,,,,,,,,
2023-03-04,Total,72905,15802482.43,216.75443975036006,7826,932153.94,119.10988244313825,80731,16734636.37,207.28885273315083,0.096939217896471,,,,,,,,,,,,
2023-03-04,Sunday,3109,651200.1,209.45644901897717,1238,145985.28,117.92025848142164,4347,797185.38,183.38748102139405,0.28479411088106743,,,,,,,,,,,,
2023-03-04,Monday,12602,2609761.41,207.0910498333598,1353,154588.6,114.25617147080563,13955,2764350.0100000002,198.09029093514872,0.09695449659620207,,,,,,,,,,,,
2023-03-04,Tuesday,12842,2837270.78,220.93683071172714,1484,175212.83,118.0679447439353,14326,3012483.61,210.2808606729024,0.10358788217227419,,,,,,,,,,,,
2023-03-04,Wednesday,12380,2642783.84,213.47203877221324,672,84910.11,126.35433035714286,13052,2727693.9499999997,208.98666487894573,0.05148636224333435,,,,,,,,,,,,
2023-03-04,Thursday,12130,2603711.7,214.65059356966202,1417,170358.86,120.22502470007056,13547,2774070.56,204.77379198346497,0.10459880416328339,,,,,,,,,,,,
2023-03-04,Friday,10184,2391792.45,234.8578603692066,1089,125039.1,114.82011019283748,11273,2516831.5500000003,223.2619134214495,0.0966025015523818,,,,,,,,,,,,
2023-03-04,Saturday,9658,2065962.15,213.9120055912197,573,76059.16,132.73849912739965,10231,2142021.31,209.36578144853877,0.05600625549799629,,,,,,,,,,,,
2023-02-25,Total,60905,13335432.66,218.95464510302932,9074,1099375.87,121.1566971567115,69979,14434808.530000001,206.27343245830895,0.12966747167007245,,,,,,,,,,,,
2023-02-25,Sunday,2307,547938.26,237.5111660164716,1228,140247.24,114.20785016286644,3535,688185.5,194.6776520509194,0.3473833097595474,,,,,,,,,,,,
2023-02-25,Monday,8719,1875023.75,215.05032113774516,1314,162601.47,123.74541095890412,10033,2037625.22,203.09231735273596,0.13096780623940996,,,,,,,,,,,,
2023-02-25,Tuesday,9553,2155473.25,225.6331257196692,1874,227987.06,121.65798292422625,11427,2383460.31,208.58145707534786,0.16399754966307867,,,,,,,,,,,,
2023-02-25,Wednesday,10536,2287893.44,217.15009870918755,1879,228912.7,121.82687599787121,12415,2516806.14,202.72300765203383,0.1513491743858236,,,,,,,,,,,,
2023-02-25,Thursday,13621,2873925.1,210.99222524043756,1258,155912.41,123.93673290937997,14879,3029837.5100000002,203.6317971637879,0.08454869278849385,,,,,,,,,,,,
2023-02-25,Friday,8938,1996977.27,223.42551689415976,1080,127210.09,117.78712037037037,10018,2124187.36,212.03706927530445,0.10780594929127571,,,,,,,,,,,,
2023-02-25,Saturday,7231,1598201.59,221.02082561194857,441,56504.9,128.12902494331067,7672,1654706.49,215.6812421793535,0.05748175182481752,,,,,,,,,,,,
2023-02-18,Total,62867,13740995.52,218.57247077162899,5787,706244.25,122.03978745463971,68654,14447239.77,210.4355138812014,0.08429224808459813,,,,,,,,,,,,
2023-02-18,Sunday,2161,472440.81,218.62138361869503,533,63332.95,118.82354596622889,2694,535773.76,198.87667409057164,0.19784706755753526,,,,,,,,,,,,
2023-02-18,Monday,12211,2451888.14,200.79339448038655,1411,162378.14,115.08018426647769,13622,2614266.2800000003,191.9150110115989,0.10358244017031273,,,,,,,,,,,,
2023-02-18,Tuesday,11875,2611114.76,219.8833482105263,753,97613.21,129.632416998672,12628,2708727.9699999997,214.5017397846056,0.05962939499524866,,,,,,,,,,,,
2023-02-18,Wednesday,10954,2455049.81,224.12359046923498,526,70188.64,133.43847908745246,11480,2525238.45,219.968506097561,0.045818815331010454,,,,,,,,,,,,
2023-02-18,Thursday,11015,2508881.49,227.76954062641855,880,102397.44,116.36072727272727,11895,2611278.93,219.52744262295084,0.07398066414459857,,,,,,,,,,,,
2023-02-18,Friday,9360,2088306.06,223.1096217948718,904,109831.56,121.49508849557522,10264,2198137.62,214.15993959469992,0.08807482462977397,,,,,,,,,,,,
2023-02-18,Saturday,5291,1153314.45,217.97664902664903,780,100502.31,128.84911538461537,6071,1253816.76,206.5255740405205,0.1284796573875803,,,,,,,,,,,,
2023-02-11,Total,64745,13832833.69,213.65099528921152,6171,734053.63,118.95213579646735,70916,14566887.32,205.41044785379887,0.08701844435670371,,,,,,,,,,,,
2023-02-11,Sunday,2376,507244.08,213.48656565656566,1075,131339.09,122.17589767441861,3451,638583.17,185.04293538104898,0.3115039119095914,,,,,,,,,,,,
2023-02-11,Monday,8821,2058103.52,233.31861693685522,1328,153122.6,115.30316265060242,10149,2211226.12,217.87625578874767,0.13085033008178146,,,,,,,,,,,,
2023-02-11,Tuesday,11049,2248098.6,203.46625033939725,860,98192.4,114.17720930232558,11909,2346291.0,197.01830548324796,0.07221429171215048,,,,,,,,,,,,
2023-02-11,Wednesday,11525,2496280.51,216.59700737527112,759,99815.38,131.50906455862977,12284,2596095.8899999997,211.33961983067402,0.061787691305763594,,,,,,,,,,,,
2023-02-11,Thursday,12876,2696061.44,209.3865672569121,760,92134.49,121.22959210526317,13636,2788195.93,204.47315415077736,0.05573481959518921,,,,,,,,,,,,
2023-02-11,Friday,10310,2137209.67,207.29482735208535,721,84239.65,116.83723994452149,11031,2221449.32,201.38240594687696,0.06536125464599764,,,,,,,,,,,,
2023-02-11,Saturday,7788,1689835.87,216.97943888032873,668,75210.02,112.5898502994012,8456,1765045.8900000001,208.73295766319774,0.07899716177861874,,,,,,,,,,,,
2023-02-04,Total,63463,14509068.32,228.622477979295,4610,616151.94,133.65551843817786,68073,15125220.26,222.19118093811056,0.06772141671440952,,,,,,,,,,,,
2023-02-04,Sunday,2163,527620.42,243.92992140545542,490,61803.74,126.13008163265306,2653,589424.16,222.17269506219375,0.18469656992084432,,,,,,,,,,,,
2023-02-04,Monday,8534,2034656.39,238.41766932270914,1312,162695.25,124.00552591463415,9846,2197351.6399999997,223.1720130002031,0.13325208206378225,,,,,,,,,,,,
2023-02-04,Tuesday,10137,2480612.68,244.70875801519188,764,109995.42,143.97306282722514,10901,2590608.1,237.6486652600679,0.07008531327401156,,,,,,,,,,,,
2023-02-04,Wednesday,13854,3111372.42,224.5829666522304,516,69824.64,135.31906976744185,14370,3181197.06,221.37766597077245,0.03590814196242171,,,,,,,,,,,,
2023-02-04,Thursday,12133,2606535.77,214.83027857908183,636,89710.44,141.05415094339622,12769,2696246.21,211.15562769206673,0.04980812906257342,,,,,,,,,,,,
2023-02-04,Friday,11056,2363399.78,213.766260853835,687,92048.52,133.98620087336246,11743,2455448.3,209.0988929575066,0.05850293792046325,,,,,,,,,,,,
2023-02-04,Saturday,5586,1384870.86,247.91816326530613,205,30073.93,146.7020975609756,5791,1414944.79,244.33513900880678,0.03539975824555344,,,,,,,,,,,,
2023-01-28,Total,55986,14047217.97,250.90590451184227,5287,657298.1,124.32345375449215,61273,14704516.07,239.9836154586849,0.08628596608620437,,,,,,,,,,,,
2023-01-28,Sunday,2065,469503.55,227.36249394673123,741,85853.98,115.86232118758434,2806,555357.53,197.91786528866714,0.26407697790449036,,,,,,,,,,,,
2023-01-28,Monday,7437,1744851.69,234.61768051633723,1187,142538.84,120.08326874473462,8624,1887390.53,218.85326182745825,0.137639146567718,,,,,,,,,,,,
2023-01-28,Tuesday,10385,3011043.78,289.94162542128066,821,101941.15,124.16705237515225,11206,3112984.9299999997,277.796263608781,0.07326432268427628,,,,,,,,,,,,
2023-01-28,Wednesday,10127,2489175.73,245.79596425397452,499,61977.03,124.20246492985972,10626,2551152.76,240.0858987389422,0.04696028609072087,,,,,,,,,,,,
2023-01-28,Thursday,10853,2643401.24,243.56410577720447,1020,130347.46,127.7916274509804,11873,2773748.7,233.61818411521944,0.08590920576097028,,,,,,,,,,,,
2023-01-28,Friday,9174,2243829.97,244.58578264661,652,86062.83,131.99820552147239,9826,2329892.8000000003,237.11508243435784,0.06635456950946468,,,,,,,,,,,,
2023-01-28,Saturday,5945,1445412.01,243.13069974768715,367,48576.81,132.3618801089918,6312,1493988.82,236.69024397972117,0.05814321926489227,,,,,,,,,,,,
2023-01-21,Total,55478,12831300.01,231.2862758210462,5012,655290.7,130.74435355147645,60490,13486590.709999999,222.95570689370143,0.08285667052405356,,,,,,,,,,,,
2023-01-21,Sunday,1438,335751.2,233.48484005563284,476,64251.83,134.98283613445378,1914,400003.03,208.98799895506792,0.24869383490073146,,,,,,,,,,,,
2023-01-21,Monday,7140,1712545.1,239.8522549019608,1221,152391.52,124.80877968877968,8361,1864936.62,223.05186221743813,0.1460351632579835,,,,,,,,,,,,
2023-01-21,Tuesday,10832,2309258.57,213.18856813146232,743,94280.47,126.89161507402423,11575,2403539.04,207.64916112311016,0.06419006479481641,,,,,,,,,,,,
2023-01-21,Wednesday,11069,2536554.37,229.15840364983288,747,101218.64,135.50018741633198,11816,2637773.0100000002,223.23739082599866,0.06321936357481381,,,,,,,,,,,,
2023-01-21,Thursday,10758,2563471.22,238.28511061535605,614,82710.7,134.70798045602606,11372,2646181.9200000004,232.6927470981358,0.05399226169539219,,,,,,,,,,,,
2023-01-21,Friday,8061,1970755.11,244.4802270189803,670,91814.69,137.03685074626867,8731,2062569.8,236.23523078685145,0.07673805978696599,,,,,,,,,,,,
2023-01-21,Saturday,6180,1402964.44,227.0168996763754,541,68622.85,126.84445471349355,6721,1471587.29,218.9536214848981,0.08049397411099539,,,,,,,,,,,,
2023-01-14,Total,68396,15657755.96,228.92794841803615,5129,673091.33,131.2324683174108,73525,16330847.290000001,222.1128499149949,0.06975858551513091,,,,,,,,,,,,
2023-01-14,Sunday,1835,440888.52,240.26622343324252,612,76442.75,124.90645424836602,2447,517331.27,211.4144953003678,0.25010216591744994,,,,,,,,,,,,
2023-01-14,Monday,11468,2592013.27,226.02138733868156,1265,159980.59,126.4668695652174,12733,2751993.86,216.1308301264431,0.09934815047514332,,,,,,,,,,,,
2023-01-14,Tuesday,12228,2690199.0,220.0031894013739,821,104826.47,127.68144945188794,13049,2795025.47,214.19461031496667,0.06291669859759369,,,,,,,,,,,,
2023-01-14,Wednesday,11274,2580996.11,228.93348500975696,725,100800.85,139.0356551724138,11999,2681796.96,223.50170514209518,0.06042170180848404,,,,,,,,,,,,
2023-01-14,Thursday,13060,2943578.44,225.388854517611,652,88632.54,135.93947852760735,13712,3032210.98,221.13557322053674,0.04754959159859977,,,,,,,,,,,,
2023-01-14,Friday,10631,2679161.86,252.014096510206,645,92836.8,143.93302325581396,11276,2771998.6599999997,245.83173643135862,0.05720113515431004,,,,,,,,,,,,
2023-01-14,Saturday,7900,1730918.76,219.10364050632913,409,49571.33,121.20129584352078,8309,1780490.09,214.284521603081,0.04922373330123962,,,,,,,,,,,,
2023-01-07,Total,50380,11570115.2,229.65691147280666,5781,746711.51,129.166495416018,56161,12316826.709999999,219.31280977902813,0.10293620127846727,,,,,,,,,,,,
2023-01-07,Sunday,387,69123.4,178.61343669250644,544,70648.0,129.86764705882354,931,139771.4,150.13039742212675,0.5843179377013964,,,,,,,,,,,,
2023-01-07,Monday,5044,1163343.53,230.6390820777161,1045,135689.0,129.84593301435407,6089,1299032.53,213.3408654951552,0.17162095582197406,,,,,,,,,,,,
2023-01-07,Tuesday,8371,1999813.76,238.89783299486322,1284,168102.14,130.92066978193148,9655,2167915.9,224.5381563956499,0.13298808907301915,,,,,,,,,,,,
2023-01-07,Wednesday,9518,2261219.47,237.57296385795337,1000,129610.95,129.61095,10518,2390830.4200000004,227.30846358623316,0.09507510933637574,,,,,,,,,,,,
2023-01-07,Thursday,9960,2241631.96,225.06344979919677,814,101507.81,124.70246928746928,10774,2343139.77,217.48095136439576,0.07555225542973826,,,,,,,,,,,,
2023-01-07,Friday,10375,2366463.92,228.09290795180723,631,80401.64,127.41939778129952,11006,2446865.56,222.32105760494275,0.057332364165000906,,,,,,,,,,,,
2023-01-07,Saturday,6725,1468519.16,218.36716133828995,463,60751.97,131.21375809935205,7188,1529271.13,212.75335698386198,0.0644129104062326,,,,,,,,,,,,
2022-12-31,Total,49114,11435403.45,232.83388545017712,4772,623044.09,130.5624664710813,53886,12058447.54,223.7770021898081,0.08855732472256245,,,,,,,,,,,,
2022-12-31,Sunday,0,0.0,,0,0.0,,0,0.0,,,,,,,,,,,,,,
2022-12-31,Monday,6090,1402370.06,230.27422988505748,1294,174955.16,135.20491499227202,7384,1577325.22,213.6139247020585,0.17524377031419286,,,,,,,,,,,,
2022-12-31,Tuesday,11346,2543114.25,224.1419222633527,909,117171.71,128.90177117711772,12255,2660285.96,217.07759771521827,0.07417380660954713,,,,,,,,,,,,
2022-12-31,Wednesday,9076,2038481.09,224.60126597620098,832,109825.26,132.0015144230769,9908,2148306.35,216.82542894630603,0.08397254743641502,,,,,,,,,,,,
2022-12-31,Thursday,10755,2561804.2,238.19657833565785,722,85683.58,118.67531855955679,11477,2647487.7800000003,230.67768406377976,0.06290842554674567,,,,,,,,,,,,
2022-12-31,Friday,8098,1972303.95,243.5544517164732,778,101240.28,130.1288946015424,8876,2073544.23,233.6124639477242,0.08765209553853087,,,,,,,,,,,,
2022-12-31,Saturday,3749,917329.9,244.686556415044,237,34168.1,144.1691983122363,3986,951498.0,238.7099849473156,0.059458103361766185,,,,,,,,,,,,
2022-12-24,Total,58436,13306924.95,227.7179298719967,4877,652109.67,133.71123026450687,63313,13959034.62,220.47659438030104,0.07702999384012763,,,,,,,,,,,,
2022-12-24,Sunday,3222,570692.62,177.1237181874612,612,83167.7,135.89493464052288,3834,653860.32,170.54259780907668,0.1596244131455399,,,,,,,,,,,,
2022-12-24,Monday,8091,1929512.49,238.4763922877271,1204,159021.3,132.07749169435215,9295,2088533.79,224.6943292092523,0.12953200645508336,,,,,,,,,,,,
2022-12-24,Tuesday,14747,3310779.5,224.505289211365,806,110727.37,137.37887096774193,15553,3421506.87,219.9901543110654,0.05182279945991127,,,,,,,,,,,,
