Warehouse,Snapshot Week,Storage Type,Total DF%,Avg DF%,Adj Join,%,DF% ,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
42,0,Upholstery,0.634086,0.7069179999999999,Upholstery_42_0,41,,,,,,,,,,
42,1,Casegoods,0.930899,1,Upholstery_42_1,59,1,,,,,,,,,
42,1,Upholstery,1.008427,1,Casegoods_42_1,41,,,,,,,,,,
42,2,Casegoods,0.880929,0.9672025,Upholstery_42_2,59,0.96982773,,,,,,,,,
42,2,Upholstery,0.913163,0.9736055,Casegoods_42_2,41,,,,,,,,,,
42,3,Casegoods,0.893918,1,Upholstery_42_3,59,1,,,,,,,,,
42,3,Upholstery,0.945251,1,Casegoods_42_3,41,,,,,,,,,,
42,4,Casegoods,0.891987,1,Upholstery_42_4,59,1,,,,,,,,,
42,4,Upholstery,0.917281,1,Casegoods_42_4,41,,,,,,,,,,
42,5,Casegoods,0.912845,1,Upholstery_42_5,59,1,,,,,,,,,
42,5,Upholstery,0.918292,1,Casegoods_42_5,41,,,,,,,,,,
42,6,Casegoods,0.910008,1,Casegoods_42_6,59,1,,,,,,,,,
42,6,Upholstery,0.867796,1,Upholstery_42_6,41,,,,,,,,,,
42,7,Casegoods,0.94962,1,Casegoods_42_7,59,1,,,,,,,,,
42,7,Upholstery,0.890602,1,Upholstery_42_7,41,,,,,,,,,,
42,8,Casegoods,0.858474,1,Upholstery_42_8,59,1,,,,,,,,,
42,8,Upholstery,0.901965,1,Casegoods_42_8,41,,,,,,,,,,
42,9,Casegoods,0.801884,0.8829795,Upholstery_42_9,59,0.8910288249999999,,,,,,,,,
42,9,Upholstery,0.853538,0.902612,Casegoods_42_9,41,,,,,,,,,,
42,10,Casegoods,0.805471,0.835001,Upholstery_42_10,59,0.849797695,,,,,,,,,
42,10,Upholstery,0.878873,0.8710905,Casegoods_42_10,41,,,,,,,,,,
42,11,Casegoods,0.878448,0.8127985,Casegoods_42_11,59,0.8409191699999999,,,,,,,,,
42,11,Upholstery,0.809291,0.8813854999999999,Upholstery_42_11,41,,,,,,,,,,
42,12,Casegoods,0.792021,0.8435414999999999,Upholstery_42_12,59,0.86684672,,,,,,,,,
42,12,Upholstery,0.89547,0.9003835,Casegoods_42_12,41,,,,,,,,,,
42,13,Casegoods,0.79597,0.863684,Upholstery_42_13,59,0.8779401099999999,,,,,,,,,
42,13,Upholstery,0.897191,0.898455,Casegoods_42_13,41,,,,,,,,,,
42,14,Casegoods,0.814038,0.860759,Upholstery_42_14,59,0.879664305,,,,,,,,,
42,14,Upholstery,0.90426,0.9068695,Casegoods_42_14,41,,,,,,,,,,
42,15,Casegoods,0.900454,0.858575,Casegoods_42_15,59,0.8807676849999999,,,,,,,,,
42,15,Upholstery,0.832705,0.9127035,Upholstery_42_15,41,,,,,,,,,,
42,16,Casegoods,0.913291,0.8545615,Casegoods_42_16,59,0.8845827249999999,,,,,,,,,
42,16,Upholstery,0.824527,0.9277839999999999,Upholstery_42_16,41,,,,,,,,,,
42,17,Casegoods,1,1,Casegoods_42_17,59,1,,,,,,,,,
42,17,Upholstery,1,1,Upholstery_42_17,41,,,,,,,,,,
42,18,Casegoods,1,1,Casegoods_42_18,59,1,,,,,,,,,
42,18,Upholstery,1,1,Upholstery_42_18,41,,,,,,,,,,
42,19,Casegoods,1,1,Upholstery_42_19,59,1,,,,,,,,,
42,19,Upholstery,1,1,Casegoods_42_19,41,,,,,,,,,,
42,20,Casegoods,1,1,Casegoods_42_20,59,1,,,,,,,,,
42,20,Upholstery,1,1,Upholstery_42_20,41,,,,,,,,,,
42,21,Casegoods,1,1,Casegoods_42_21,59,1,,,,,,,,,
42,21,Upholstery,1,1,Upholstery_42_21,41,,,,,,,,,,
42,22,Casegoods,1,1,Upholstery_42_22,59,1,,,,,,,,,
42,22,Upholstery,1,1,Casegoods_42_22,41,,,,,,,,,,
42,23,Casegoods,1,1,Casegoods_42_23,59,1,,,,,,,,,
42,23,Upholstery,1,1,Upholstery_42_23,41,,,,,,,,,,
42,24,Casegoods,1,1,Casegoods_42_24,59,1,,,,,,,,,
42,24,Upholstery,1,1,Upholstery_42_24,41,,,,,,,,,,
42,25,Casegoods,1,1,Casegoods_42_25,59,1,,,,,,,,,
42,25,Upholstery,1,1,Upholstery_42_25,41,,,,,,,,,,
42,26,Casegoods,1,1,Upholstery_42_26,59,1,,,,,,,,,
42,26,Upholstery,1,1,Casegoods_42_26,41,,,,,,,,,,
335,0,Casegoods,0.385629,0.640464,Upholstery_335_0,75,0.579126625,,,,,,,,,
335,0,Upholstery,0.501154,0.39511450000000004,Casegoods_335_0,25,,,,,,,,,,
335,1,Casegoods,1.172142,1,Upholstery_335_1,75,1,,,,,,,,,
335,1,Upholstery,1.598671,1,Casegoods_335_1,25,,,,,,,,,,
335,2,Casegoods,0.901419,1,Upholstery_335_2,75,0.9877195000000001,,,,,,,,,
335,2,Upholstery,1.307079,0.950878,Casegoods_335_2,25,,,,,,,,,,
335,3,Casegoods,0.90835,1,Upholstery_335_3,75,0.973035375,,,,,,,,,
335,3,Upholstery,1.443192,0.8921415,Casegoods_335_3,25,,,,,,,,,,
335,4,Casegoods,1.355162,1,Casegoods_335_4,75,0.93303075,,,,,,,,,
335,4,Upholstery,0.681502,0.732123,Upholstery_335_4,25,,,,,,,,,,
335,5,Casegoods,1.231921,1,Casegoods_335_5,75,0.906442,,,,,,,,,
335,5,Upholstery,0.687786,0.625768,Upholstery_335_5,25,,,,,,,,,,
335,6,Casegoods,0.723802,1,Upholstery_335_6,75,0.9292545,,,,,,,,,
335,6,Upholstery,1.384249,0.717018,Casegoods_335_6,25,,,,,,,,,,
335,7,Casegoods,1.538174,1,Casegoods_335_7,75,0.941457875,,,,,,,,,
335,7,Upholstery,0.744883,0.7658315,Upholstery_335_7,25,,,,,,,,,,
335,8,Casegoods,1.637828,1,Casegoods_335_8,75,0.9622437500000001,,,,,,,,,
335,8,Upholstery,0.789456,0.848975,Upholstery_335_8,25,,,,,,,,,,
335,9,Casegoods,1.769341,1,Casegoods_335_9,75,0.9811608749999999,,,,,,,,,
335,9,Upholstery,0.81442,0.9246435,Upholstery_335_9,25,,,,,,,,,,
335,10,Casegoods,0.868974,1,Upholstery_335_10,75,1,,,,,,,,,
335,10,Upholstery,1.852202,1,Casegoods_335_10,25,,,,,,,,,,
335,11,Casegoods,0.878076,1,Upholstery_335_11,75,1,,,,,,,,,
335,11,Upholstery,1.90753,1,Casegoods_335_11,25,,,,,,,,,,
335,12,Casegoods,1.990323,1,Casegoods_335_12,75,1,,,,,,,,,
335,12,Upholstery,0.938241,1,Upholstery_335_12,25,,,,,,,,,,
335,13,Casegoods,2.049787,1,Casegoods_335_13,75,1,,,,,,,,,
335,13,Upholstery,0.96574,1,Upholstery_335_13,25,,,,,,,,,,
335,14,Casegoods,2.092223,1,Casegoods_335_14,75,1,,,,,,,,,
335,14,Upholstery,0.968421,1,Upholstery_335_14,25,,,,,,,,,,
335,15,Casegoods,0.985761,1,Upholstery_335_15,75,1,,,,,,,,,
335,15,Upholstery,2.122311,1,Casegoods_335_15,25,,,,,,,,,,
335,16,Casegoods,2.189562,1,Casegoods_335_16,75,1,,,,,,,,,
335,16,Upholstery,1.007058,1,Upholstery_335_16,25,,,,,,,,,,
335,17,Casegoods,1,1,Casegoods_335_17,75,1,,,,,,,,,
335,17,Upholstery,1,1,Upholstery_335_17,25,,,,,,,,,,
335,18,Casegoods,1,1,Upholstery_335_18,75,1,,,,,,,,,
335,18,Upholstery,1,1,Casegoods_335_18,25,,,,,,,,,,
335,19,Casegoods,1,1,Casegoods_335_19,75,1,,,,,,,,,
335,19,Upholstery,1,1,Upholstery_335_19,25,,,,,,,,,,
335,20,Casegoods,1,1,Casegoods_335_20,75,1,,,,,,,,,
335,20,Upholstery,1,1,Upholstery_335_20,25,,,,,,,,,,
335,21,Casegoods,1,1,Upholstery_335_21,75,1,,,,,,,,,
335,21,Upholstery,1,1,Casegoods_335_21,25,,,,,,,,,,
335,22,Casegoods,1,1,Casegoods_335_22,75,1,,,,,,,,,
335,22,Upholstery,1,1,Upholstery_335_22,25,,,,,,,,,,
335,23,Casegoods,1,1,Casegoods_335_23,75,1,,,,,,,,,
335,23,Upholstery,1,1,Upholstery_335_23,25,,,,,,,,,,
335,24,Casegoods,1,1,Upholstery_335_24,75,1,,,,,,,,,
335,24,Upholstery,1,1,Casegoods_335_24,25,,,,,,,,,,
335,25,Casegoods,1,1,Casegoods_335_25,75,1,,,,,,,,,
335,25,Upholstery,1,1,Upholstery_335_25,25,,,,,,,,,,
335,26,Casegoods,1,1,Upholstery_335_26,75,1,,,,,,,,,
335,26,Upholstery,1,1,Casegoods_335_26,25,,,,,,,,,,
15A,0,Casegoods,2.941796,4.426803,Casegoods_15A_0,,,,,,,,,,,
15A,1,Casegoods,0.938275,1.404588,Casegoods_15A_1,,,,,,,,,,,
15A,2,Casegoods,0.731884,0.924506,Casegoods_15A_2,,,,,,,,,,,
15A,3,Casegoods,0.667154,0.690217,Casegoods_15A_3,,,,,,,,,,,
15A,4,Casegoods,0.633709,0.757102,Casegoods_15A_4,,,,,,,,,,,
15A,5,Casegoods,0.609742,0.762509,Casegoods_15A_5,,,,,,,,,,,
15A,6,Casegoods,0.645596,0.735196,Casegoods_15A_6,,,,,,,,,,,
15A,7,Casegoods,0.826986,0.682301,Casegoods_15A_7,,,,,,,,,,,
15A,8,Casegoods,1,1,Casegoods_15A_8,,,,,,,,,,,
1A,0,Casegoods,25.042372,124.148192,Casegoods_1A_0,,,,,,,,,,,
1A,1,Casegoods,54.728971,1.02596,Casegoods_1A_1,,,,,,,,,,,
1A,2,Casegoods,94.032786,2.903688,Casegoods_1A_2,,,,,,,,,,,
1A,3,Casegoods,80.859375,1.5,Casegoods_1A_3,,,,,,,,,,,
1A,4,Casegoods,68.727272,8.530303,Casegoods_1A_4,,,,,,,,,,,
1A,5,Casegoods,52.145454,3.330909,Casegoods_1A_5,,,,,,,,,,,
1A,6,Casegoods,18.444444,3.25,Casegoods_1A_6,,,,,,,,,,,
1A,7,Casegoods,1,1,Casegoods_1A_7,,,,,,,,,,,
1A,8,Casegoods,1,1,Casegoods_1A_8,,,,,,,,,,,
1A,9,Casegoods,1,1,Casegoods_1A_9,,,,,,,,,,,
5A,0,Casegoods,2.561294,3.208533,Casegoods_5A_0,,,,,,,,,,,
5A,1,Casegoods,0.932232,1.233952,Casegoods_5A_1,,,,,,,,,,,
5A,2,Casegoods,0.703916,0.945207,Casegoods_5A_2,,,,,,,,,,,
5A,3,Casegoods,0.613313,0.624756,Casegoods_5A_3,,,,,,,,,,,
5A,4,Casegoods,0.429821,0.530995,Casegoods_5A_4,,,,,,,,,,,
5A,5,Casegoods,0.399784,0.533551,Casegoods_5A_5,,,,,,,,,,,
5A,6,Casegoods,0.330373,0.511963,Casegoods_5A_6,,,,,,,,,,,
5A,7,Casegoods,0.363347,0.5771,Casegoods_5A_7,,,,,,,,,,,
5A,8,Casegoods,1,1,Casegoods_5A_8,,,,,,,,,,,
C,11,Upholstery,1,1,Upholstery_C_11,,,,,,,,,,,
C,12,Upholstery,1,1,Upholstery_C_12,,,,,,,,,,,
C,13,Upholstery,1,1,Upholstery_C_13,,,,,,,,,,,
C,14,Upholstery,1,1,Upholstery_C_14,,,,,,,,,,,
C,15,Upholstery,1,1,Upholstery_C_15,,,,,,,,,,,
C,16,Upholstery,1,1,Upholstery_C_16,,,,,,,,,,,
C,17,Upholstery,1,1,Upholstery_C_17,,,,,,,,,,,
C,18,Upholstery,1,1,Upholstery_C_18,,,,,,,,,,,
C,19,Upholstery,1,1,Upholstery_C_19,,,,,,,,,,,
C,20,Upholstery,1,1,Upholstery_C_20,,,,,,,,,,,
C,21,Upholstery,1,1,Upholstery_C_21,,,,,,,,,,,
C,22,Upholstery,1,1,Upholstery_C_22,,,,,,,,,,,
C,23,Upholstery,1,1,Upholstery_C_23,,,,,,,,,,,
C,24,Upholstery,1,1,Upholstery_C_24,,,,,,,,,,,
C,25,Upholstery,1,1,Upholstery_C_25,,,,,,,,,,,
C,26,Upholstery,1,1,Upholstery_C_26,,,,,,,,,,,
ECA,0,Casegoods,2.755947,3.227097,Casegoods_ECA_0,,,,,,,,,,,
ECA,1,Casegoods,0.878238,1.161378,Casegoods_ECA_1,,,,,,,,,,,
ECA,2,Casegoods,0.727774,0.926946,Casegoods_ECA_2,,,,,,,,,,,
ECA,3,Casegoods,0.62951,0.697387,Casegoods_ECA_3,,,,,,,,,,,
ECA,4,Casegoods,0.547606,0.635792,Casegoods_ECA_4,,,,,,,,,,,
ECA,5,Casegoods,0.472467,0.586577,Casegoods_ECA_5,,,,,,,,,,,
ECA,6,Casegoods,0.41084,0.576608,Casegoods_ECA_6,,,,,,,,,,,
ECA,7,Casegoods,0.506244,0.607608,Casegoods_ECA_7,,,,,,,,,,,
ECA,8,Casegoods,1,1,Casegoods_ECA_8,,,,,,,,,,,
ECR,0,Casegoods,0.910262,0.913187,Casegoods_ECR_0,55,0.90967925,,,,,,,,,
ECR,0,Upholstery,0.899814,0.905392,Upholstery_ECR_0,45,,,,,,,,,,
ECR,1,Casegoods,0.978483,0.992599,Upholstery_ECR_1,55,0.9931903,,,,,,,,,
ECR,1,Upholstery,0.972378,0.993913,Casegoods_ECR_1,45,,,,,,,,,,
ECR,2,Casegoods,0.955891,0.974593,Casegoods_ECR_2,55,0.9657208,,,,,,,,,
ECR,2,Upholstery,0.938197,0.954877,Upholstery_ECR_2,45,,,,,,,,,,
ECR,3,Casegoods,0.893079,0.983603,Upholstery_ECR_3,55,0.95074985,,,,,,,,,
ECR,3,Upholstery,0.967418,0.910596,Casegoods_ECR_3,45,,,,,,,,,,
ECR,4,Casegoods,0.890654,0.968208,Upholstery_ECR_4,55,0.9418195499999998,,,,,,,,,
ECR,4,Upholstery,0.954933,0.909567,Casegoods_ECR_4,45,,,,,,,,,,
ECR,5,Casegoods,0.804995,0.951076,Upholstery_ECR_5,55,0.88876405,,,,,,,,,
ECR,5,Upholstery,0.939516,0.812605,Casegoods_ECR_5,45,,,,,,,,,,
ECR,6,Casegoods,0.873446,0.967303,Upholstery_ECR_6,55,0.9300439,,,,,,,,,
ECR,6,Upholstery,0.95647,0.884505,Casegoods_ECR_6,45,,,,,,,,,,
ECR,7,Casegoods,0.898201,1,Upholstery_ECR_7,55,0.9576045999999999,,,,,,,,,
ECR,7,Upholstery,1.002265,0.905788,Casegoods_ECR_7,45,,,,,,,,,,
ECR,8,Casegoods,0.996419,1,Casegoods_ECR_8,55,0.9487063,,,,,,,,,
ECR,8,Upholstery,0.881038,0.886014,Upholstery_ECR_8,45,,,,,,,,,,
ECR,9,Casegoods,0.840972,0.955839,Upholstery_ECR_9,55,0.9064875000000001,,,,,,,,,
ECR,9,Upholstery,0.952849,0.846169,Casegoods_ECR_9,45,,,,,,,,,,
ECR,10,Casegoods,0.857275,0.86403,Casegoods_ECR_10,55,0.8324989500000001,,,,,,,,,
ECR,10,Upholstery,0.788989,0.793961,Upholstery_ECR_10,45,,,,,,,,,,
ECR,11,Casegoods,0.830055,0.836481,Casegoods_ECR_11,55,0.7793553,,,,,,,,,
ECR,11,Upholstery,0.701378,0.709535,Upholstery_ECR_11,45,,,,,,,,,,
ECR,12,Casegoods,0.745663,0.85033,Upholstery_ECR_12,55,0.8061584500000001,,,,,,,,,
ECR,12,Upholstery,0.841788,0.752171,Casegoods_ECR_12,45,,,,,,,,,,
ECR,13,Casegoods,0.780691,0.876972,Upholstery_ECR_13,55,0.8359923,,,,,,,,,
ECR,13,Upholstery,0.867056,0.785906,Casegoods_ECR_13,45,,,,,,,,,,
ECR,14,Casegoods,0.889657,0.899979,Casegoods_ECR_14,55,0.8548646999999999,,,,,,,,,
ECR,14,Upholstery,0.794935,0.799725,Upholstery_ECR_14,45,,,,,,,,,,
ECR,15,Casegoods,0.912176,0.919367,Casegoods_ECR_15,55,0.8714217500000001,,,,,,,,,
ECR,15,Upholstery,0.807794,0.812822,Upholstery_ECR_15,45,,,,,,,,,,
ECR,16,Casegoods,0.820346,0.927583,Upholstery_ECR_16,55,0.8819665000000001,,,,,,,,,
ECR,16,Upholstery,0.922345,0.826213,Casegoods_ECR_16,45,,,,,,,,,,
ECR,17,Casegoods,1,0.9453,Casegoods_ECR_17,55,0.8964781500000001,,,,,,,,,
ECR,17,Upholstery,1,0.836807,Upholstery_ECR_17,45,,,,,,,,,,
ECR,18,Casegoods,1,0.964315,Upholstery_ECR_18,55,0.9110701,,,,,,,,,
ECR,18,Upholstery,1,0.845993,Casegoods_ECR_18,45,,,,,,,,,,
ECR,19,Casegoods,1,0.97674,Casegoods_ECR_19,55,0.9262266,,,,,,,,,
ECR,19,Upholstery,1,0.864488,Upholstery_ECR_19,45,,,,,,,,,,
ECR,20,Casegoods,1,0.987696,Casegoods_ECR_20,55,0.9360504000000001,,,,,,,,,
ECR,20,Upholstery,1,0.872928,Upholstery_ECR_20,45,,,,,,,,,,
ECR,21,Casegoods,1,0.999222,Upholstery_ECR_21,55,0.9468339,,,,,,,,,
ECR,21,Upholstery,1,0.882804,Casegoods_ECR_21,45,,,,,,,,,,
ECR,22,Casegoods,1,1,Upholstery_ECR_22,55,0.9467015499999999,,,,,,,,,
ECR,22,Upholstery,1,0.881559,Casegoods_ECR_22,45,,,,,,,,,,
ECR,23,Casegoods,1,1,Casegoods_ECR_23,55,0.94508155,,,,,,,,,
ECR,23,Upholstery,1,0.877959,Upholstery_ECR_23,45,,,,,,,,,,
ECR,24,Casegoods,1,1,Casegoods_ECR_24,55,0.9459023500000001,,,,,,,,,
ECR,24,Upholstery,1,0.879783,Upholstery_ECR_24,45,,,,,,,,,,
ECR,25,Casegoods,1,1,Casegoods_ECR_25,55,0.94651435,,,,,,,,,
ECR,25,Upholstery,1,0.881143,Upholstery_ECR_25,45,,,,,,,,,,
ECR,26,Casegoods,1,1,Upholstery_ECR_26,55,0.94777435,,,,,,,,,
ECR,26,Upholstery,1,0.883943,Casegoods_ECR_26,45,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Warehouse,1,1,15,15,17,17,28,28,335,335,42,42,5,5,ECR,ECR
Snapshot Week,Casegoods,Upholstery,Casegoods,Upholstery,Casegoods,Upholstery,Casegoods,Upholstery,Casegoods,Upholstery,Casegoods,Upholstery,Casegoods,Upholstery,Casegoods,Upholstery
0,1,0.886984,1,0.812648,1,0.8220270000000001,1,0.978081,0.640464,0.39511450000000004,0.793029,0.7069179999999999,1,0.9535655000000001,1,0.8649335
1,1,1,1,0.9129575000000001,1,1,1,1,1,1,1,1,1,1,1,1
2,1,0.981428,1,0.897931,1,1,1,1,1,0.950878,0.9672025,0.9736055,0.983624,0.958993,1,1
3,1,0.929045,1,0.9151285,1,1,1,0.979209,1,0.8921415,1,1,0.973754,0.944177,1,1
4,1,0.895816,1,0.9945845,1,1,1,0.9633674999999999,1,0.732123,1,1,0.945094,0.917606,1,1
5,1,0.8894869999999999,1,0.8624864999999999,1,0.944083,1,0.840891,1,0.625768,1,1,0.9137105,0.92516,1,1
6,1,0.9713309999999999,1,0.927729,1,1,1,0.9240595,1,0.717018,1,1,0.915197,0.9063734999999999,1,1
7,1,0.999525,1,0.9417329999999999,1,1,1,0.92433,1,0.7658315,1,1,0.9477275000000001,0.9339165,1,1
8,1,1,1,0.961203,1,1,1,0.9448065,1,0.848975,1,1,0.9685915,0.9391894999999999,1,1
9,1,1,1,0.967785,1,1,1,0.9283669999999999,1,0.9246435,0.8829795,0.902612,0.9520360000000001,0.9596199999999999,1,1
10,1,1,1,0.965749,1,1,1,0.920623,1,1,0.835001,0.8710905,0.9748319999999999,0.9869330000000001,1,1
11,1,0.99042,1,0.9542865,1,1,1,0.8823989999999999,1,1,0.8127985,0.8813854999999999,0.987992,0.9755555,1,0.9473665
12,1,1,1,0.928508,1,0.961715,1,0.868115,1,1,0.8435414999999999,0.9003835,0.997279,0.9715404999999999,1,0.9500919999999999
13,1,1,1,0.9193645,1,0.950569,1,0.895637,1,1,0.863684,0.898455,1,0.9881295000000001,1,0.9771935
14,1,1,1,0.977954,1,0.9501415,1,0.8989775,1,1,0.860759,0.9068695,1,0.976417,1,0.9711825000000001
15,1,1,1,0.987176,1,0.9745495,1,0.8802365000000001,1,1,0.858575,0.9127035,1,0.983465,1,0.9678685
16,1,1,1,0.9985664999999999,1,0.9763155,1,0.8853705000000001,1,1,0.8545615,0.9277839999999999,1,0.9968215,1,0.975899
Total,1,0.9982125588235294,1,0.9368112058823529,1,0.995732794117647,1,0.9254941176470588,1,0.9563538235294118,1,1,0.9910625294117648,0.9617849411764705,1,1
